date,compound_score,positive_score,neutral_score,negative_score
2020-12-14,0.19184,0.1498,0.7576,0.0926
2020-12-15,0.07636,0.0296,0.9704,0
2020-12-16,0.29608,0.2306,0.6726,0.0972
2020-12-17,0.05,0.0308,0.9692,0
2020-12-18,0.00402,0.0228,0.9416,0.0356
2020-12-19,0.0592,0.031,0.969,0
2020-12-20,0.07602,0.0858,0.8844,0.0298
2020-12-21,-0.08302,0.071,0.8118,0.1172
2020-12-22,0.1127,0.0678,0.9322,0
2020-12-23,0.07304,0.1254,0.763,0.1116
2020-12-24,0,0,1,0
2020-12-25,0.16962,0.0958,0.9042,0
2020-12-26,0.09964,0.163,0.7824,0.0546
2020-12-27,-0.02966,0.0378,0.9324,0.0298
2020-12-28,0.10354,0.0802,0.8928,0.027
2020-12-29,0.13168,0.0842,0.8632,0.0526
2020-12-30,-0.04416,0.024,0.8942,0.0818
2020-12-31,0.10728,0.0994,0.8726,0.028
2021-01-01,0.29948,0.1516,0.8194,0.029
2021-01-02,0.18562,0.1174,0.8516,0.031
2021-01-03,0.2049,0.101,0.899,0
2021-01-04,0.20374,0.071,0.929,0
2021-01-05,0.39552,0.1872,0.7898,0.023
2021-01-06,-0.09,0.0292,0.9088,0.0622
2021-01-07,-0.26208,0.02,0.835,0.1452
2021-01-08,0.03676,0.1344,0.7844,0.0812
2021-01-09,0.13446,0.095,0.879,0.026
2021-01-10,0.01592,0.0684,0.8746,0.0568
2021-01-11,0.01262,0.176,0.694,0.1302
2021-01-12,-0.12498,0.0158,0.9302,0.054
2021-01-13,0.28292,0.2554,0.6886,0.056
2021-01-14,-0.10024,0.064,0.783,0.153
2021-01-15,0.08162,0.0838,0.8304,0.0856
2021-01-16,-0.05322,0.1226,0.7682,0.109
2021-01-17,0.03024,0.09,0.819,0.091
2021-01-18,-0.0439,0.0718,0.8392,0.089
2021-01-19,-0.00424,0.1494,0.7062,0.1444
2021-01-20,0.00472,0.1794,0.6382,0.1824
2021-01-21,-0.12738,0,0.9176,0.0824
2021-01-22,0.04934,0.0816,0.854,0.0644
2021-01-23,0.1467,0.1026,0.8974,0
2021-01-24,-0.09376,0.0814,0.8188,0.0998
2021-01-25,0.3213,0.2224,0.7342,0.0434
2021-01-26,-0.03574,0.0798,0.8284,0.0918
2021-01-27,-0.08154,0.1128,0.79,0.0972
2021-01-28,-0.0514,0.035,0.8518,0.1132
2021-01-29,-0.07006,0.0512,0.877,0.0718
2021-01-30,0.0231,0.115,0.7884,0.0966
2021-01-31,0.12524,0.1214,0.8122,0.0664
2021-02-01,-0.13138,0.049,0.8224,0.1286
2021-02-02,0.2093,0.171,0.7732,0.0558
2021-02-03,0.07568,0.1534,0.7814,0.0652
2021-02-04,-0.00938,0.1158,0.7512,0.1328
2021-02-05,-0.14194,0.0474,0.856,0.0966
2021-02-06,0.18234,0.1888,0.7118,0.0994
2021-02-07,0.15412,0.1468,0.7494,0.104
2021-02-08,-0.28492,0,0.8454,0.1546
2021-02-09,0.1914,0.1694,0.7678,0.0628
2021-02-10,0.0303,0.134,0.7706,0.0954
2021-02-11,-0.08808,0,0.9344,0.0656
2021-02-12,-0.21792,0.0676,0.7952,0.1372
2021-02-13,0.08856,0.1074,0.8062,0.0866
2021-02-14,-0.17602,0.0468,0.8484,0.1048
2021-02-15,0.28318,0.1588,0.789,0.0524
2021-02-16,0.2322,0.2378,0.7294,0.0328
2021-02-17,-0.03942,0.023,0.9274,0.0496
2021-02-18,-0.16708,0.1226,0.6952,0.1822
2021-02-19,-0.02534,0.057,0.8636,0.0794
2021-02-20,0.1464,0.0828,0.8858,0.0314
2021-02-21,-0.11144,0.0248,0.9138,0.0614
2021-02-22,0.3786,0.3048,0.5986,0.0964
2021-02-23,0.10848,0.1658,0.7372,0.097
2021-02-24,-0.06214,0.0758,0.8114,0.1128
2021-02-25,0.04016,0.1854,0.6686,0.146
2021-02-26,-0.02274,0.0582,0.844,0.0976
2021-02-27,0.0721,0.1328,0.792,0.0752
2021-02-28,0.40404,0.1734,0.8036,0.023
2021-03-01,0.30936,0.1734,0.7434,0.0834
2021-03-02,0.05618,0.0352,0.9444,0.0204
2021-03-03,0.18338,0.1754,0.7574,0.0672
2021-03-04,-0.1288,0.1692,0.6814,0.1496
2021-03-05,0.03804,0.0706,0.8682,0.0612
2021-03-06,-0.07936,0.0666,0.7876,0.1458
2021-03-07,0.1902,0.1036,0.8768,0.0198
2021-03-08,-0.02944,0.0786,0.8252,0.0962
2021-03-09,-0.23494,0.0398,0.8388,0.1212
2021-03-10,0.3651,0.2086,0.6842,0.1072
2021-03-11,0.26488,0.1454,0.7928,0.0618
2021-03-12,0.44426,0.226,0.774,0
2021-03-13,0.22876,0.0898,0.9102,0
2021-03-14,0.03256,0.0474,0.91,0.0428
2021-03-15,0.37154,0.1632,0.8098,0.027
2021-03-16,0.3217,0.2692,0.6916,0.0392
2021-03-17,0.20894,0.1026,0.8974,0
2021-03-18,0.16568,0.1516,0.7478,0.1006
2021-03-19,0.0263,0.0504,0.8762,0.0734
2021-03-20,0.1911,0.2458,0.6562,0.098
2021-03-21,0.01,0.077,0.8294,0.0936
2021-03-22,-0.0675,0.1052,0.742,0.1528
2021-03-23,-0.05,0.014,0.9612,0.0248
2021-03-24,0.2579,0.2024,0.7702,0.0274
2021-03-25,-0.34584,0.0142,0.8066,0.1792
2021-03-26,0.21004,0.1474,0.8088,0.0436
2021-03-27,-0.09204,0.0796,0.843,0.0772
2021-03-28,-0.03614,0.0432,0.9174,0.0394
2021-03-29,-0.06412,0.0988,0.8038,0.0974
2021-03-30,0.11288,0.114,0.7988,0.087
2021-03-31,0.03758,0.1884,0.6974,0.114
2021-04-01,-0.05884,0.0736,0.8702,0.0562
2021-04-02,0.39602,0.1914,0.777,0.0316
2021-04-03,0,0,1,0
2021-04-04,-0.0086,0.0392,0.9054,0.0554
2021-04-05,0.23966,0.1792,0.776,0.0448
2021-04-06,-0.14372,0.1088,0.7502,0.141
2021-04-07,0.20166,0.0906,0.9094,0
2021-04-08,0.14502,0.1468,0.8126,0.0406
2021-04-09,0,0.027,0.946,0.027
2021-04-10,-0.02154,0.0656,0.8438,0.0906
2021-04-11,0.17418,0.128,0.8518,0.0202
2021-04-12,0.28544,0.1638,0.8362,0
2021-04-13,0.00516,0.0294,0.9422,0.0284
2021-04-14,0.11438,0.0418,0.9582,0
2021-04-15,0,0,1,0
2021-04-16,0.39072,0.2674,0.7126,0.02
2021-04-17,0.05272,0.0732,0.8732,0.0536
2021-04-18,0.14348,0.0966,0.8616,0.0418
2021-04-19,0.00448,0.065,0.872,0.063
2021-04-20,0.17506,0.1742,0.7722,0.0536
2021-04-21,-0.068,0,0.9708,0.0292
2021-04-22,0.30914,0.1314,0.8686,0
2021-04-23,-0.05464,0.024,0.9354,0.0406
2021-04-24,0.12854,0.0856,0.9144,0
2021-04-25,-0.04552,0.1318,0.736,0.1322
2021-04-26,0.06916,0.0896,0.8876,0.0228
2021-04-27,-0.0888,0.0444,0.8934,0.0622
2021-04-28,0.2718,0.185,0.815,0
2021-04-29,-0.00392,0.0962,0.8424,0.0614
2021-04-30,-0.07224,0,0.9334,0.0666
2021-05-01,0.1431,0.0956,0.8734,0.031
2021-05-02,0.16066,0.0788,0.9212,0
2021-05-03,-0.02012,0.0484,0.8814,0.0704
2021-05-04,-0.214,0.0496,0.7768,0.1736
2021-05-05,-0.06302,0.0758,0.8522,0.072
2021-05-06,0.04656,0.1012,0.847,0.0518
2021-05-07,0.07128,0.04,0.9206,0.0394
2021-05-08,-0.03062,0.032,0.9026,0.0654
2021-05-09,0.01966,0.1048,0.7818,0.1132
2021-05-10,0.12916,0.1556,0.7454,0.099
2021-05-11,0.0762,0.0954,0.854,0.0506
2021-05-12,-0.06774,0.0412,0.8928,0.066
2021-05-13,-0.10818,0.115,0.7354,0.1494
2021-05-14,0.05508,0.186,0.6362,0.1776
2021-05-15,0.56872,0.3046,0.6954,0
2021-05-16,0.19142,0.1562,0.7942,0.0496
2021-05-17,0.11438,0.0874,0.8878,0.0248
2021-05-18,0.40232,0.2222,0.7158,0.062
2021-05-19,0.32984,0.171,0.829,0
2021-05-20,0.22142,0.1042,0.8718,0.0238
2021-05-21,0.29036,0.2048,0.7672,0.028
2021-05-22,0.17852,0.1298,0.8388,0.0314
2021-05-23,0.2573,0.1528,0.8134,0.0338
2021-05-24,0.1922,0.1854,0.6824,0.1322
2021-05-25,0.17462,0.24,0.649,0.1108
2021-05-26,0.33844,0.156,0.844,0
2021-05-27,-0.10924,0,0.9204,0.0796
2021-05-28,-0.1037,0.0452,0.8878,0.0672
2021-05-29,0.17358,0.0864,0.9136,0
2021-05-30,0.18226,0.1324,0.8486,0.0188
2021-05-31,0.30034,0.1598,0.7906,0.0494
2021-06-01,0.14272,0.1178,0.8822,0
2021-06-02,0.01408,0.1142,0.7916,0.0942
2021-06-03,0.33508,0.174,0.799,0.027
2021-06-04,0.17466,0.1042,0.8492,0.0468
2021-06-05,0.0065,0.047,0.9076,0.0454
2021-06-06,0.15936,0.1058,0.8564,0.0378
2021-06-07,0.2056,0.1544,0.8182,0.0274
2021-06-08,-0.05116,0.0408,0.8986,0.0604
2021-06-09,0.1724,0.1006,0.8994,0
2021-06-10,0.35214,0.3058,0.5962,0.098
2021-06-11,0.1419,0.1198,0.8018,0.0784
2021-06-12,0.18352,0.0652,0.9348,0
2021-06-13,0.11828,0.0706,0.9294,0
2021-06-14,0.13958,0.0776,0.9224,0
2021-06-15,-0.11988,0.0246,0.9016,0.0736
2021-06-16,-0.13816,0,0.9088,0.0912
2021-06-17,-0.13816,0,0.9474,0.0526
2021-06-18,0.33894,0.1694,0.783,0.0474
2021-06-19,0.21316,0.0882,0.9118,0
2021-06-20,0.28308,0.2014,0.736,0.0626
2021-06-21,0.21804,0.1106,0.856,0.0334
2021-06-22,0.68356,0.3478,0.6522,0
2021-06-23,-0.09516,0.1696,0.6428,0.1876
2021-06-24,0.42768,0.2258,0.7742,0
2021-06-25,0.20014,0.1276,0.8346,0.0378
2021-06-26,-0.13624,0.06,0.7792,0.1608
2021-06-27,-0.06428,0.0778,0.8222,0.1
2021-06-28,-0.21478,0.0432,0.8246,0.1322
2021-06-29,0.12324,0.0894,0.852,0.0586
2021-06-30,-0.03892,0.0742,0.8096,0.116
2021-07-01,0.1092,0.0904,0.8818,0.0278
2021-07-02,0.04584,0.0796,0.8574,0.063
2021-07-03,0.1359,0.127,0.7952,0.0778
2021-07-04,0.18716,0.1224,0.8502,0.0274
2021-07-05,0.04344,0.1138,0.819,0.0674
2021-07-06,0.10746,0.1224,0.8334,0.0442
2021-07-07,-0.19164,0.026,0.8728,0.1012
2021-07-08,0.20648,0.163,0.8086,0.0284
2021-07-09,-0.01544,0,0.9818,0.0182
2021-07-10,0.14728,0.0862,0.884,0.0298
2021-07-11,0.00566,0.0458,0.9258,0.0284
2021-07-12,-0.12908,0.0416,0.8308,0.1276
2021-07-13,0.2174,0.2208,0.687,0.0922
2021-07-14,0.20036,0.1382,0.8618,0
2021-07-15,0.21416,0.158,0.842,0
2021-07-16,0.03558,0.0244,0.9572,0.0184
2021-07-17,-0.08558,0.0332,0.8992,0.0678
2021-07-18,0.01882,0.0614,0.8522,0.0864
2021-07-19,0.16546,0.121,0.8514,0.0276
2021-07-20,0.1272,0.106,0.8624,0.0318
2021-07-21,0.01374,0.2394,0.631,0.1296
2021-07-22,-0.09446,0.0482,0.859,0.0928
2021-07-23,0.54928,0.3044,0.6956,0
2021-07-24,0.3212,0.1652,0.8348,0
2021-07-25,-0.0498,0.0768,0.857,0.0662
2021-07-26,0.58716,0.3124,0.6544,0.033
2021-07-27,0.16052,0.082,0.8792,0.0388
2021-07-28,0.01974,0.1282,0.7416,0.1302
2021-07-29,0.03478,0.127,0.7656,0.1076
2021-07-30,0.25298,0.1848,0.788,0.0272
2021-07-31,-0.08812,0.0344,0.8852,0.0804
2021-08-01,-0.1233,0.03,0.8184,0.1516
2021-08-02,-0.05662,0.014,0.9452,0.0408
2021-08-03,0.01952,0.023,0.9104,0.0666
2021-08-04,0.20396,0.1674,0.7728,0.0598
2021-08-05,0.01784,0.0558,0.8724,0.0718
2021-08-06,0.09154,0.113,0.817,0.07
2021-08-07,-0.0252,0.054,0.9028,0.0432
2021-08-08,0.11438,0.0748,0.9082,0.017
2021-08-09,0.2624,0.169,0.831,0
2021-08-10,0.15484,0.0732,0.9268,0
2021-08-11,0.08512,0.139,0.822,0.039
2021-08-12,-0.15682,0,0.9166,0.0834
2021-08-13,0.0583,0.1056,0.7996,0.0948
2021-08-14,-0.0698,0.0472,0.8376,0.1152
2021-08-15,0.34072,0.2378,0.72,0.0422
2021-08-16,0.08456,0.1308,0.779,0.0902
2021-08-17,0.37202,0.1508,0.8376,0.0118
2021-08-18,0.13906,0.1468,0.7216,0.1316
2021-08-19,0.1612,0.1364,0.79,0.0736
2021-08-20,0.16352,0.0618,0.9382,0
2021-08-21,-0.17102,0,0.9132,0.0868
2021-08-22,0.02532,0.0738,0.8448,0.0814
2021-08-23,-0.1637,0.0642,0.7688,0.167
2021-08-24,-0.26338,0.0232,0.814,0.1628
2021-08-25,0.068,0.1478,0.7018,0.1504
2021-08-26,-0.18642,0,0.8884,0.1116
2021-08-27,0.53094,0.2844,0.695,0.0206
2021-08-28,0.5267,0.3082,0.652,0.0396
2021-08-29,0.27294,0.145,0.8074,0.0476
2021-08-30,0.25238,0.1842,0.7022,0.1134
2021-08-31,0.18078,0.1626,0.7608,0.0764
2021-09-01,0.219,0.14,0.792,0.068
2021-09-02,0.15908,0.0944,0.8862,0.0194
2021-09-03,0.1237,0.0638,0.9168,0.0194
2021-09-04,0.28906,0.213,0.6958,0.0912
2021-09-05,0.20008,0.2018,0.6992,0.099
2021-09-06,0,0,1,0
2021-09-07,0.05074,0.0326,0.9392,0.0282
2021-09-08,0.37714,0.156,0.844,0
2021-09-09,0.10114,0.0974,0.8614,0.0412
2021-09-10,-0.11888,0.0794,0.791,0.1296
2021-09-11,-0.14448,0.0628,0.819,0.1182
2021-09-12,0.11438,0.0762,0.9238,0
2021-09-13,0.03968,0.0934,0.8306,0.0758
2021-09-14,-0.0626,0.1162,0.6866,0.197
2021-09-15,0.18958,0.1318,0.8204,0.0478
2021-09-16,0.29008,0.1772,0.7478,0.075
2021-09-17,0.11736,0.1244,0.799,0.0766
2021-09-18,0.12108,0.142,0.8256,0.0322
2021-09-19,0.40708,0.2248,0.7494,0.0258
2021-09-20,0.16934,0.148,0.8232,0.0288
2021-09-21,0.1201,0.0992,0.8362,0.0646
2021-09-22,-0.18242,0.0426,0.851,0.1064
2021-09-23,0.19188,0.1378,0.803,0.059
2021-09-24,0.13184,0.1576,0.743,0.099
2021-09-25,-0.11498,0.0378,0.7544,0.2078
2021-09-26,-0.01536,0.0896,0.7922,0.1182
2021-09-27,0.24348,0.1216,0.835,0.0432
2021-09-28,0.19434,0.17,0.7416,0.0884
2021-09-29,-0.02026,0.0778,0.8266,0.0956
2021-09-30,-0.38054,0,0.814,0.186
2021-10-01,0.10084,0.0646,0.902,0.0334
2021-10-02,-0.38782,0.0494,0.6598,0.2908
2021-10-03,0.00904,0.0418,0.9232,0.035
2021-10-04,-0.17526,0.1078,0.7688,0.1234
2021-10-05,-0.1152,0.036,0.8596,0.1044
2021-10-06,-0.39128,0.042,0.647,0.311
2021-10-07,-0.02822,0.159,0.6406,0.2004
2021-10-08,0.20206,0.1738,0.7866,0.0396
2021-10-09,-0.00816,0.0806,0.8718,0.0476
2021-10-10,-0.32086,0.052,0.746,0.202
2021-10-11,-0.06568,0.0636,0.8612,0.0752
2021-10-12,0.01544,0.028,0.972,0
2021-10-13,0.2684,0.1938,0.7434,0.063
2021-10-14,-0.18212,0.0436,0.8338,0.1226
2021-10-15,-0.09346,0.0468,0.8674,0.0858
2021-10-16,-0.08596,0.0474,0.846,0.1066
2021-10-17,0.17182,0.0956,0.8782,0.0262
2021-10-18,0.1628,0.0926,0.8652,0.0422
2021-10-19,0.08118,0.122,0.8012,0.0768
2021-10-20,-0.0592,0,0.9628,0.0372
2021-10-21,0.35664,0.2626,0.7074,0.03
2021-10-22,0.19518,0.1698,0.7762,0.054
2021-10-23,0.60732,0.3322,0.5804,0.0872
2021-10-24,-0.22904,0.0668,0.735,0.1984
2021-10-25,0.4048,0.226,0.722,0.052
2021-10-26,0.14228,0.1058,0.8284,0.0658
2021-10-27,0.29274,0.2006,0.7622,0.037
2021-10-28,0.0305,0.1118,0.7964,0.092
2021-10-29,0.16594,0.1272,0.844,0.0288
2021-10-30,-0.13762,0.1408,0.6442,0.2148
2021-10-31,0.01404,0.0424,0.9088,0.0488
2021-11-01,-0.12624,0.0432,0.873,0.0838
2021-11-02,0.17374,0.1052,0.8406,0.0542
2021-11-03,0.13482,0.0608,0.9146,0.0246
2021-11-04,-0.03808,0.0924,0.7192,0.1884
2021-11-05,0.36,0.145,0.8402,0.0148
2021-11-06,0.17514,0.187,0.7488,0.064
2021-11-07,0.27098,0.1818,0.7646,0.0536
2021-11-08,0.26978,0.1426,0.8164,0.0412
2021-11-09,-0.28446,0.0384,0.7726,0.189
2021-11-10,-0.07588,0.0518,0.8622,0.086
2021-11-11,0.09314,0.079,0.8942,0.0268
2021-11-12,-0.27542,0.0218,0.8502,0.128
2021-11-13,-0.1863,0,0.8922,0.1078
2021-11-14,-0.0986,0.075,0.8076,0.1174
2021-11-15,0.12128,0.1122,0.8164,0.0714
2021-11-16,-0.03002,0.082,0.8142,0.1036
2021-11-17,0.20796,0.143,0.7998,0.0572
2021-11-18,-0.18312,0.0482,0.7922,0.1596
2021-11-19,0.1041,0.0894,0.8532,0.0574
2021-11-20,0.3008,0.1578,0.8172,0.025
2021-11-21,0.38816,0.2314,0.7444,0.0242
2021-11-22,0.09292,0.0894,0.8566,0.054
2021-11-23,0.50194,0.2976,0.7024,0
2021-11-24,0.2935,0.1808,0.7588,0.0604
2021-11-25,0.31308,0.2092,0.7184,0.0724
2021-11-26,0.43318,0.2588,0.7044,0.037
2021-11-27,-0.11924,0.0888,0.7706,0.1404
2021-11-28,0.0954,0.1156,0.786,0.0984
2021-11-29,-0.10786,0.1062,0.7024,0.1914
2021-11-30,-0.11914,0.0342,0.8192,0.1466
2021-12-01,0.10164,0.1342,0.7814,0.0844
2021-12-02,-0.02568,0.0472,0.891,0.0618
2021-12-03,-0.05954,0.06,0.8526,0.0874
2021-12-04,-0.13972,0.0284,0.8404,0.131
2021-12-05,0.25406,0.186,0.7264,0.0874
2021-12-06,-0.01282,0.0732,0.8516,0.0752
2021-12-07,-0.00484,0.0676,0.8666,0.0658
2021-12-08,0.36048,0.1854,0.7778,0.0368
2021-12-09,0.1272,0.1014,0.8754,0.023
2021-12-10,0.27226,0.1488,0.8128,0.0384
2021-12-11,0.39244,0.1484,0.8348,0.0168
2021-12-12,0.1881,0.1704,0.7952,0.0344
2021-12-13,-0.1434,0.0346,0.878,0.0874
2021-12-14,-0.02574,0.0208,0.9468,0.0324
2021-12-15,0.0373,0.1088,0.7552,0.136
2021-12-16,0.23526,0.1208,0.8792,0
2021-12-17,0.22406,0.1548,0.7598,0.0854
2021-12-18,-0.15598,0.0164,0.8878,0.096
2021-12-19,0.39348,0.2266,0.74,0.0334
2021-12-20,0.03006,0.1048,0.8134,0.0818
2021-12-21,0.02044,0.0772,0.849,0.074
2021-12-22,0.32998,0.2124,0.757,0.0306
2021-12-23,0.1318,0.167,0.7592,0.0738
2021-12-24,0.12072,0.1122,0.7842,0.1038
2021-12-25,0.08862,0.0768,0.8828,0.0404
2021-12-26,0.1074,0.1162,0.8024,0.0814
2021-12-27,0.18978,0.1874,0.7532,0.0594
2021-12-28,-0.07412,0.076,0.7818,0.142
2021-12-29,-0.02326,0.1262,0.7844,0.0894
2021-12-30,0.04326,0.0578,0.9112,0.031
2021-12-31,0.09148,0.0918,0.8606,0.0476
2022-01-01,0.20812,0.1356,0.8644,0
2022-01-02,0.38392,0.1822,0.783,0.0346
2022-01-03,0.1883,0.1412,0.8264,0.0322
2022-01-04,0.03804,0.03,0.9478,0.0222
2022-01-05,0.23612,0.116,0.8586,0.0254
2022-01-06,0.24334,0.1304,0.8696,0
2022-01-07,-0.00174,0.0948,0.7276,0.1776
2022-01-08,0.1737,0.1498,0.8114,0.0388
2022-01-09,-0.1249,0.1514,0.5904,0.2582
2022-01-10,-0.00412,0.1004,0.7788,0.1208
2022-01-11,-0.1079,0.0968,0.7832,0.1202
2022-01-12,0.14728,0.1158,0.8216,0.0624
2022-01-13,0.58862,0.3216,0.6516,0.0268
2022-01-14,0.06252,0.107,0.8212,0.0718
2022-01-15,0.32766,0.196,0.7218,0.0822
2022-01-16,0.21392,0.202,0.715,0.083
2022-01-17,0.1913,0.2206,0.6564,0.1232
2022-01-18,-0.28138,0.032,0.639,0.329
2022-01-19,0.42924,0.2302,0.7698,0
2022-01-20,0.21416,0.1094,0.8906,0
2022-01-21,0.00506,0.0562,0.8414,0.1024
2022-01-22,0.03328,0.0934,0.8312,0.0754
2022-01-23,0.20472,0.1266,0.8522,0.0212
2022-01-24,0.09942,0.1452,0.7692,0.0856
2022-01-25,-0.41896,0,0.7102,0.2898
2022-01-26,-0.2068,0.054,0.7772,0.1688
2022-01-27,-0.16604,0.05,0.8346,0.1156
2022-01-28,-0.17258,0.0576,0.78,0.1624
2022-01-29,-0.00492,0.0608,0.8822,0.057
2022-01-30,-0.16334,0.0348,0.8492,0.116
2022-01-31,0.04162,0.0354,0.9244,0.0402
2022-02-01,-0.01642,0.09,0.8096,0.1004
2022-02-02,0.1718,0.1578,0.7622,0.08
2022-02-03,0.15806,0.1302,0.7534,0.1164
2022-02-04,0.25378,0.2306,0.7184,0.0512
2022-02-05,0.05848,0.0308,0.9692,0
2022-02-06,-0.00928,0.088,0.835,0.077
2022-02-07,-0.08668,0.0408,0.8926,0.0664
2022-02-08,0.10212,0.059,0.9096,0.0314
2022-02-09,0.07436,0.159,0.7294,0.1116
2022-02-10,0.10592,0.1152,0.8272,0.0576
2022-02-11,0.22868,0.1328,0.8424,0.0248
2022-02-12,0.00402,0.0306,0.9312,0.0382
2022-02-13,0.13896,0.1328,0.78,0.0872
2022-02-14,0.04666,0.1056,0.822,0.0724
2022-02-15,-0.31588,0.0666,0.6782,0.2552
2022-02-16,0.14442,0.1904,0.6546,0.1548
2022-02-17,0.18532,0.1514,0.7784,0.07
2022-02-18,-0.10212,0,0.9674,0.0326
2022-02-19,-0.25782,0.051,0.7662,0.1828
2022-02-20,-0.0509,0.0574,0.8556,0.087
2022-02-21,0.32662,0.2136,0.7472,0.0394
2022-02-22,-0.36088,0.0534,0.7364,0.2104
2022-02-23,-0.19212,0.0862,0.7064,0.2074
2022-02-24,-0.43508,0.0788,0.6582,0.2632
2022-02-25,-0.29588,0,0.8626,0.1374
2022-02-26,0.0187,0.0876,0.8644,0.048
2022-02-27,-0.17102,0.0506,0.8064,0.143
2022-02-28,-0.10092,0.0962,0.7726,0.1314
2022-03-01,-0.02304,0.0944,0.7608,0.1448
2022-03-02,-0.12926,0.0226,0.894,0.0832
2022-03-03,-0.05464,0,0.9754,0.0246
2022-03-04,-0.0321,0.0296,0.9186,0.0518
2022-03-05,-0.19942,0.093,0.665,0.2422
2022-03-06,-0.043,0.0644,0.854,0.0816
2022-03-07,0.24834,0.1696,0.8004,0.0302
2022-03-08,-0.10938,0.1052,0.7798,0.1152
2022-03-09,-0.15144,0.115,0.6814,0.2036
2022-03-10,0.07498,0.1102,0.8442,0.0456
2022-03-11,0.04656,0.0614,0.9066,0.032
2022-03-12,0.19282,0.1792,0.7386,0.082
2022-03-13,0.16504,0.1324,0.8016,0.0662
2022-03-14,-0.01042,0.0902,0.8338,0.076
2022-03-15,-0.01476,0.0726,0.8528,0.0746
2022-03-16,-0.21268,0.0832,0.782,0.1348
2022-03-17,0.09746,0.157,0.7694,0.0734
2022-03-18,0.54786,0.2764,0.6798,0.0436
2022-03-19,0.19074,0.103,0.897,0
2022-03-20,0.10324,0.1208,0.8286,0.0506
2022-03-21,0.16544,0.2618,0.6176,0.1206
2022-03-22,0.10628,0.0676,0.9106,0.022
2022-03-23,0.05686,0.0536,0.917,0.0294
2022-03-24,0.14,0.095,0.905,0
2022-03-25,0.04628,0.0638,0.8872,0.049
2022-03-26,0.1803,0.1456,0.8148,0.0396
2022-03-27,0.24476,0.1202,0.8798,0
2022-03-28,0.60332,0.4168,0.5832,0
2022-03-29,0.06578,0.0552,0.8912,0.0536
2022-03-30,-0.10166,0.028,0.8636,0.1082
2022-03-31,-0.01312,0.0614,0.8962,0.0424
2022-04-01,-0.06488,0.055,0.8974,0.0476
2022-04-02,0.06032,0.0532,0.885,0.0618
2022-04-03,-0.18352,0.0766,0.7832,0.1402
2022-04-04,-0.15446,0.0552,0.8518,0.093
2022-04-05,0.05762,0.153,0.7054,0.1416
2022-04-06,0.29344,0.1658,0.8342,0
2022-04-07,0.00792,0.1722,0.6644,0.1634
2022-04-08,-0.21066,0.0976,0.7084,0.1942
2022-04-09,-0.02652,0.0564,0.8588,0.0846
2022-04-10,0.09106,0.1534,0.6874,0.1592
2022-04-11,0.33116,0.196,0.7644,0.0396
2022-04-12,0.19508,0.1842,0.7246,0.0912
2022-04-13,0.08628,0.097,0.839,0.064
2022-04-14,0.24416,0.1336,0.798,0.0684
2022-04-15,-0.05086,0.05,0.8904,0.0596
2022-04-16,0.02026,0.1048,0.8218,0.0734
2022-04-17,0.14728,0.062,0.938,0
2022-04-18,0.02476,0.0844,0.876,0.0396
2022-04-19,0.29054,0.1352,0.8648,0
2022-04-20,-0.04742,0.1132,0.813,0.0738
2022-04-21,-0.0548,0.1034,0.8056,0.091
2022-04-22,0.07094,0.0748,0.8804,0.0448
2022-04-23,0,0,1,0
2022-04-24,-0.01872,0.135,0.7548,0.1102
2022-04-25,0.26808,0.1926,0.7238,0.0834
2022-04-26,-0.13514,0.031,0.8716,0.0972
2022-04-27,-0.04136,0.078,0.7838,0.1382
2022-04-28,-0.17908,0.0388,0.8484,0.113
2022-04-29,0.44546,0.2256,0.7288,0.0456
2022-04-30,0.2082,0.1424,0.8174,0.0402
2022-05-01,0.31676,0.253,0.6456,0.1014
2022-05-02,0.23186,0.1902,0.7198,0.09
2022-05-03,0.22002,0.1516,0.8116,0.037
2022-05-04,0.07738,0.0828,0.862,0.0552
2022-05-05,0.25976,0.1586,0.8414,0
2022-05-06,0.32486,0.2468,0.7116,0.0416
2022-05-07,-0.32194,0,0.7438,0.2562
2022-05-08,0.04882,0.1842,0.6886,0.127
2022-05-09,-0.09524,0.09,0.7386,0.1714
2022-05-10,-0.24444,0.0428,0.7124,0.2448
2022-05-11,-0.37884,0.0192,0.7454,0.2354
2022-05-12,0.12566,0.1088,0.8234,0.0678
2022-05-13,0.04292,0.1726,0.6808,0.1466
2022-05-14,-0.07636,0,0.9704,0.0296
2022-05-15,0.06488,0.1804,0.698,0.1214
2022-05-16,-0.09572,0.0972,0.7568,0.1462
2022-05-17,-0.19334,0.0842,0.7626,0.153
2022-05-18,0.16446,0.1266,0.8378,0.0354
2022-05-19,0.19966,0.145,0.7416,0.1134
2022-05-20,-0.3096,0.0626,0.708,0.2294
2022-05-21,-0.01036,0.06,0.8968,0.0432
2022-05-22,-0.00156,0.0386,0.8942,0.0672
2022-05-23,0.2151,0.1188,0.8428,0.0384
2022-05-24,0.15806,0.0876,0.883,0.0294
2022-05-25,-0.0055,0.0376,0.8918,0.0706
2022-05-26,-0.11542,0.0312,0.8746,0.0942
2022-05-27,0.30486,0.1932,0.7812,0.0256
2022-05-28,0.11222,0.12,0.795,0.0852
2022-05-29,-0.13144,0.0228,0.8924,0.0848
2022-05-30,0.23418,0.1864,0.7904,0.0232
